ï»¿CustomerID,Age,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn,Gender_Male,Subscription Type_Premium,Subscription Type_Standard,Contract Length_Monthly,Contract Length_Quarterly
60,64,39,25,2,9,933,9,0,False,False,True,False,True
61,30,57,21,8,24,576,6,1,True,False,True,False,False
62,18,57,16,10,2,657,26,0,False,False,False,False,True
63,24,13,25,9,27,843,29,0,True,True,False,False,True
64,40,54,7,0,15,731,27,0,True,False,True,False,False
65,26,33,27,1,23,665,5,0,False,False,False,False,True
66,41,35,4,6,16,546,26,1,True,False,True,False,False
67,64,19,27,2,0,579,14,0,False,False,False,True,False
68,42,34,2,7,17,757,25,1,True,True,False,False,False
69,24,28,13,0,27,515,27,0,True,True,False,False,True
70,52,56,8,9,21,599,20,1,False,True,False,False,False
71,48,57,29,1,19,554,12,0,True,False,True,True,False
72,28,34,20,1,1,986,19,0,False,False,False,False,False
73,52,5,12,5,23,844,12,0,False,False,False,False,False
74,52,37,26,5,29,668,3,1,False,False,True,False,False
75,56,55,15,10,3,867,26,0,False,False,True,False,False
76,64,48,9,7,26,471,11,1,True,True,False,False,False
77,41,59,30,5,26,628,11,1,True,False,False,False,False
78,48,47,12,0,29,761,8,1,False,False,False,True,False
79,22,39,10,3,29,599,13,0,True,False,True,True,False
80,42,19,25,5,13,372,8,0,False,True,False,True,False
81,55,54,26,0,9,213,13,0,False,True,False,False,False
82,43,6,16,6,21,996,17,1,False,False,False,True,False
83,34,26,22,8,9,403,3,0,True,True,False,True,False
84,27,42,22,3,27,468,25,0,True,False,False,True,False
85,19,59,24,3,26,368,8,1,False,False,False,False,True
86,58,59,10,5,8,599,25,0,True,False,False,True,False
87,22,39,9,2,13,759,1,0,False,False,False,False,True
88,22,25,10,10,17,966,7,1,True,True,False,True,False
89,61,28,9,6,5,784,7,0,False,False,True,True,False
90,28,17,19,10,12,332,24,0,True,True,False,False,True
91,33,36,18,0,24,364,1,0,True,True,False,False,False
92,37,57,21,6,6,209,29,0,False,True,False,False,True
93,65,6,21,1,2,428,29,0,False,True,False,False,True
94,22,51,27,9,23,347,11,1,True,False,True,False,False
95,42,37,14,0,24,418,13,0,True,True,False,False,False
96,36,42,18,8,6,322,10,0,False,True,False,False,True
97,20,32,7,5,14,920,28,0,True,False,False,False,False
98,58,21,28,10,2,894,28,0,True,False,False,False,False
99,65,21,3,5,20,570,1,1,True,False,True,False,True
100,40,6,26,10,0,632,5,0,True,False,False,False,False
101,52,45,20,6,28,442,10,1,False,False,True,True,False
102,35,47,23,4,8,969,7,0,True,False,True,False,False
103,62,16,13,9,15,719,19,0,False,False,True,False,True
104,41,20,27,4,13,941,18,0,True,False,False,True,False
105,36,10,22,9,0,218,7,0,True,False,True,False,True
106,39,59,29,5,7,225,27,0,True,False,False,False,False
107,62,10,9,1,18,345,27,0,True,False,True,False,True
108,55,22,15,1,19,769,30,0,True,False,True,False,True
109,44,54,20,1,9,717,9,0,False,False,False,False,True
110,39,7,30,3,5,199,13,0,False,False,False,True,False
111,30,57,20,8,26,821,8,1,True,True,False,True,False
112,41,8,11,9,24,900,14,0,True,True,False,True,False
113,56,56,3,3,12,175,11,0,True,False,True,True,False
114,24,10,3,8,13,317,3,0,True,False,False,False,False
115,28,43,30,7,5,600,11,0,False,False,False,True,False
116,46,43,10,0,10,779,23,0,False,False,False,False,True
117,18,36,18,7,14,635,19,0,True,False,True,True,False
118,34,28,7,8,7,524,1,0,True,True,False,True,False
119,39,13,27,6,21,382,16,0,True,False,False,False,True
120,32,3,12,8,8,990,21,0,False,False,False,False,True
121,35,47,2,8,21,532,7,1,False,False,False,True,False
122,40,28,4,0,21,377,7,0,True,False,False,False,False
123,44,13,26,3,3,486,25,0,True,False,False,True,False
124,52,50,10,2,26,640,3,0,False,False,False,False,True
125,40,35,15,6,20,104,27,1,False,False,False,False,False
126,41,58,27,1,3,392,3,0,True,True,False,False,False
127,30,23,29,1,22,255,24,1,False,False,True,False,False
128,64,36,17,4,15,237,5,0,False,False,True,True,False
129,43,52,13,10,14,555,11,0,False,False,True,False,True
130,31,36,23,2,5,444,2,0,False,True,False,False,False
131,61,6,15,2,30,630,18,0,True,True,False,False,False
132,56,33,7,0,22,664,27,1,False,True,False,True,False
133,57,37,15,4,10,186,9,0,True,False,False,True,False
134,41,59,20,0,17,978,11,0,False,False,True,False,True
135,46,47,14,10,16,996,16,1,True,False,False,False,False
136,65,26,17,10,25,254,1,1,False,False,False,False,False
137,25,27,15,2,15,123,19,0,True,False,False,False,True
138,43,37,11,3,23,377,9,0,True,False,True,False,False
139,65,13,4,3,12,921,3,0,True,False,False,True,False
140,25,58,7,5,9,920,22,0,False,False,False,False,False
141,45,56,29,0,24,335,18,0,True,False,True,False,False
142,20,59,10,5,5,803,15,0,True,True,False,False,True
143,38,10,9,1,30,888,28,0,True,True,False,False,False
144,43,16,20,10,26,712,2,0,False,False,False,False,False
145,24,8,12,9,15,257,18,0,True,False,False,False,False
146,56,2,20,6,17,355,12,0,False,False,False,False,True
147,61,58,24,9,5,201,20,0,True,True,False,True,False
148,38,16,13,2,28,133,24,1,False,True,False,False,False
149,39,24,6,5,28,910,22,1,True,True,False,False,True
150,29,42,8,8,21,419,27,1,True,True,False,False,True
151,31,20,12,1,7,115,7,0,True,True,False,False,False
152,25,22,5,5,29,121,20,0,True,False,False,True,False
153,62,22,30,9,21,736,24,0,True,False,False,False,False
154,64,13,16,10,18,934,11,0,True,False,True,False,False
155,57,7,27,7,23,640,1,0,False,False,True,False,False
156,48,41,25,10,1,119,13,0,True,False,True,False,False
157,21,3,8,5,15,994,25,0,True,True,False,False,True
158,26,16,10,0,14,411,19,0,False,False,True,False,False
159,63,36,21,8,0,817,22,0,True,True,False,False,False
160,28,14,5,3,4,200,7,0,True,True,False,True,False
161,36,51,1,0,7,837,16,0,True,True,False,False,False
162,31,34,23,5,12,164,2,0,True,False,True,False,True
163,64,46,2,1,12,413,12,0,False,False,False,False,True
164,49,53,16,5,3,423,15,0,False,False,True,False,False
165,58,54,18,1,29,235,29,1,False,True,False,False,True
166,51,6,22,7,23,862,3,0,True,True,False,False,True
167,62,10,11,5,1,775,6,0,False,False,True,False,True
168,41,55,17,10,12,259,22,0,False,True,False,True,False
169,22,59,9,4,9,581,4,0,False,False,False,True,False
170,56,52,27,5,13,796,25,0,True,False,True,False,False
171,59,20,8,10,3,317,20,0,False,False,True,False,False
172,51,6,1,9,18,354,12,1,False,False,True,False,True
173,57,5,13,7,3,821,16,0,True,False,False,False,True
174,56,36,4,4,21,946,30,1,False,True,False,False,True
175,23,42,23,6,24,838,6,1,True,False,True,True,False
176,33,52,26,0,10,136,4,0,False,False,True,False,True
177,29,31,30,8,24,150,11,1,True,True,False,False,True
178,49,40,11,4,17,546,7,0,True,True,False,True,False
179,25,28,8,4,23,716,1,1,False,True,False,True,False
180,37,1,7,4,22,699,15,0,True,False,True,False,False
181,45,40,10,10,28,912,8,1,True,True,False,False,False
182,53,13,11,9,14,350,9,0,True,False,False,False,False
183,33,60,24,10,18,423,24,1,False,True,False,True,False
184,20,5,22,8,0,973,25,0,True,True,False,True,False
185,62,26,18,1,16,683,12,0,True,False,True,False,False
186,37,55,8,8,4,561,16,0,True,False,True,True,False
187,51,38,21,4,5,203,26,0,True,False,False,False,True
188,21,41,13,8,22,538,18,1,False,True,False,True,False
189,64,60,25,5,8,720,24,0,True,True,False,False,False
190,41,50,15,6,1,588,10,0,True,False,True,False,False
191,44,44,30,0,26,656,6,0,True,False,True,True,False
192,20,4,26,8,12,733,4,0,True,False,True,False,False
193,18,28,12,3,20,261,13,0,True,False,True,True,False
194,41,58,24,9,16,447,20,1,False,False,True,False,False
195,50,46,2,4,28,527,19,0,True,True,False,False,False
196,59,41,29,3,1,833,5,0,True,False,False,False,True
197,39,29,25,4,2,254,20,0,True,False,True,False,True
198,19,17,11,6,24,715,15,0,True,False,True,False,True
199,29,56,21,3,26,239,29,1,False,False,False,False,True
200,45,20,1,4,15,224,13,0,False,False,True,True,False
201,36,24,29,1,26,566,8,0,True,True,False,True,False
202,20,9,27,5,16,295,21,0,False,False,True,False,False
203,30,44,22,4,18,890,12,0,False,False,True,False,True
204,33,5,25,1,26,821,27,0,True,False,True,False,False
205,27,29,30,4,3,258,18,0,True,False,False,False,False
206,36,26,7,2,3,371,8,0,False,False,False,False,False
207,33,35,29,9,18,335,8,1,True,False,False,True,False
208,18,33,18,1,22,312,29,0,True,False,False,False,False
209,64,13,20,0,22,749,14,0,True,False,True,False,True
210,48,36,19,1,13,140,28,0,True,True,False,False,False
211,57,15,4,5,30,960,21,1,False,False,True,False,True
212,28,22,5,1,2,838,10,0,False,True,False,False,True
213,28,56,7,2,25,854,26,0,True,False,False,True,False
214,22,45,29,8,7,344,17,0,False,False,True,True,False
215,56,11,10,10,10,841,26,0,True,False,False,False,False
216,23,31,15,6,11,705,24,0,False,False,False,False,True
217,59,44,7,8,9,890,26,0,True,False,True,False,False
218,46,27,25,6,8,150,28,0,True,False,False,True,False
219,56,8,11,10,12,866,15,0,True,True,False,False,True
220,37,25,19,8,26,212,13,1,False,False,True,True,False
221,36,46,5,2,11,524,6,0,True,True,False,False,True
222,59,36,16,4,26,894,29,0,True,False,True,False,False
223,56,15,19,3,2,650,3,0,False,False,True,False,True
224,51,32,20,2,24,505,21,0,False,False,True,False,True
225,38,29,18,4,16,909,24,0,False,False,True,False,False
226,20,60,29,7,22,298,23,1,True,False,True,False,True
227,60,16,24,6,21,725,14,1,False,False,False,True,False
228,49,59,9,2,18,733,18,0,True,True,False,False,False
229,20,55,25,1,26,382,8,1,False,True,False,False,True
230,58,29,20,0,20,126,9,0,False,False,True,False,True
231,27,50,1,10,30,736,4,1,True,False,True,False,False
232,20,29,5,4,17,584,26,0,False,False,False,False,False
233,63,46,2,4,9,969,30,1,True,False,False,False,True
234,47,33,5,4,23,393,14,1,False,True,False,False,True
235,63,18,15,3,27,722,26,0,True,True,False,False,False
236,62,51,9,2,0,654,16,0,True,True,False,True,False
237,46,35,29,8,5,805,2,0,False,False,True,True,False
238,49,33,23,3,21,230,23,1,False,True,False,False,False
239,46,52,26,5,27,403,14,1,False,False,False,True,False
240,64,11,7,1,8,984,14,0,False,False,False,False,False
241,60,13,17,7,19,849,26,0,True,False,False,True,False
242,54,44,24,1,16,664,3,0,True,True,False,False,False
243,47,52,3,6,1,408,7,0,False,True,False,False,True
244,37,55,28,4,26,826,17,0,True,False,False,True,False
245,19,1,13,6,9,302,3,0,False,False,False,True,False
246,52,33,14,8,2,846,11,0,False,False,True,False,True
247,62,5,18,6,14,205,22,0,True,False,True,False,False
248,48,54,15,7,18,131,11,1,True,False,True,False,True
249,60,18,27,1,30,426,30,0,True,False,True,False,False
250,58,15,2,1,13,309,23,0,True,True,False,False,False
251,43,31,8,7,28,313,10,1,True,True,False,True,False
252,26,41,27,8,15,889,6,0,True,True,False,True,False
253,41,45,21,5,18,799,7,1,False,False,False,False,True
254,22,47,15,10,24,237,17,1,True,True,False,False,False
255,45,14,20,1,13,828,11,0,True,False,False,False,True
256,38,59,30,1,28,481,28,0,True,True,False,False,True
257,28,49,22,6,29,187,13,1,True,False,True,False,True
258,56,22,21,5,13,632,22,0,True,True,False,True,False
259,42,17,14,6,22,207,10,1,False,False,True,False,False
260,20,59,19,0,10,366,22,0,False,True,False,False,True
261,62,52,1,4,22,153,26,1,True,False,True,True,False
262,22,37,6,8,17,212,12,1,False,False,False,False,True
263,30,46,18,4,13,300,21,0,False,False,True,False,True
264,30,55,27,6,11,662,28,0,False,False,True,True,False
265,44,21,18,4,27,388,12,0,True,False,False,False,True
266,58,38,26,0,27,874,12,0,True,True,False,False,False
267,59,41,18,6,18,971,12,1,True,False,True,False,False
268,65,55,10,5,18,689,6,1,True,True,False,False,True
269,30,42,15,8,8,280,20,0,False,True,False,True,False
270,28,35,19,2,2,506,22,0,False,True,False,True,False
271,58,39,16,0,8,690,17,0,True,False,False,True,False
272,63,56,28,1,17,821,7,0,False,False,False,False,True
273,62,35,8,7,8,514,17,0,False,False,False,False,False
274,32,47,20,0,8,885,9,0,False,True,False,True,False
275,20,19,10,5,11,644,8,0,True,False,False,False,True
276,28,28,9,5,9,628,18,0,False,True,False,True,False
277,19,54,27,6,30,131,20,1,True,False,True,False,True
278,24,48,29,10,30,278,26,1,False,True,False,True,False
279,43,28,4,10,9,280,15,0,True,True,False,False,False
280,38,13,13,6,27,466,14,1,False,False,True,False,True
281,52,26,28,3,6,953,5,0,False,False,True,False,True
282,25,4,14,5,16,465,17,0,True,True,False,False,False
283,37,10,22,2,3,292,6,0,True,True,False,False,False
284,56,35,15,4,18,940,1,0,True,False,True,True,False
285,55,28,11,0,21,741,4,1,False,True,False,True,False
286,41,14,18,10,15,380,7,0,False,False,False,False,False
287,61,46,5,2,3,501,21,0,True,True,False,False,False
288,20,50,8,2,30,407,29,1,False,False,False,False,False
289,40,5,1,3,21,101,12,1,True,False,True,False,False
290,19,40,22,0,24,212,20,0,True,True,False,False,True
291,44,34,30,4,28,654,26,0,True,False,True,False,True
292,24,8,7,8,29,226,4,1,False,True,False,False,False
293,28,1,4,6,1,337,6,0,False,True,False,False,False
294,41,35,8,3,28,163,8,0,True,False,True,False,False
295,20,56,12,5,14,837,9,0,False,False,False,False,True
296,52,33,27,0,19,719,18,0,True,False,False,True,False
297,47,14,28,4,26,987,2,0,True,False,False,False,True
298,47,23,6,1,17,300,27,0,False,False,False,False,False
299,18,50,10,6,27,487,18,1,False,False,True,True,False
300,37,42,26,5,24,862,9,1,True,True,False,False,True
301,36,38,14,4,7,863,7,0,True,False,False,False,False
302,48,35,26,3,5,415,20,0,False,True,False,False,True
303,35,21,19,9,11,607,21,0,False,False,False,True,False
304,52,9,2,5,3,592,24,1,False,True,False,True,False
305,58,42,24,8,3,256,17,0,False,False,True,False,False
306,62,35,18,4,24,603,9,0,True,True,False,False,True
307,19,26,18,10,18,721,25,1,False,False,True,True,False
308,41,49,27,0,5,329,8,0,False,False,True,True,False
309,46,12,26,9,3,173,29,0,True,False,False,True,False
310,29,24,30,1,7,101,30,0,True,False,True,False,False
311,24,56,23,3,30,123,14,0,True,False,True,False,True
312,31,16,8,0,1,438,23,0,False,False,False,False,False
313,49,41,5,10,4,532,27,0,True,False,False,False,False
314,29,37,16,0,7,845,2,0,False,False,True,True,False
315,24,42,17,7,8,210,29,0,False,False,False,False,False
316,19,29,28,1,21,802,17,0,False,False,False,False,False
317,55,20,18,5,4,305,26,0,True,True,False,False,True
318,62,3,6,5,0,808,26,0,True,False,True,False,True
319,45,47,19,10,23,464,24,1,False,False,False,True,False
320,31,52,7,10,19,197,3,1,True,True,False,False,True
321,59,7,30,4,5,646,9,0,False,True,False,False,True
322,64,51,1,0,22,800,9,0,True,False,False,True,False
323,51,57,21,3,11,471,11,0,False,True,False,True,False
324,36,15,10,8,0,672,2,0,True,False,True,False,False
325,23,39,11,2,24,666,25,1,False,False,True,True,False
326,61,42,3,2,24,525,25,0,True,False,True,True,False
327,25,32,1,0,5,404,27,0,False,False,True,False,False
328,45,59,11,7,20,175,29,1,False,False,True,False,False
329,58,60,5,8,17,951,13,1,False,True,False,False,False
330,59,7,30,10,21,285,4,0,True,False,True,False,False
331,52,37,17,5,10,476,1,0,True,True,False,True,False
332,34,57,9,8,10,603,25,0,False,False,True,True,False
333,41,2,22,7,23,681,23,0,True,False,True,True,False
334,27,21,24,4,30,823,28,0,False,False,True,False,False
335,26,54,26,8,27,525,30,1,True,False,False,False,False
336,63,8,22,5,12,582,27,0,False,False,False,False,False
337,53,46,5,5,4,977,2,1,True,True,False,True,False
338,42,38,18,2,18,808,6,0,False,False,False,True,False
339,55,56,30,8,10,550,17,0,True,False,True,False,True
340,23,48,11,8,26,169,15,1,False,False,False,True,False
341,36,51,21,6,16,278,27,1,False,True,False,True,False
342,44,57,10,8,7,163,17,0,False,False,True,True,False
343,45,16,14,3,9,474,14,0,True,False,False,True,False
344,29,17,5,7,22,446,7,0,True,False,False,False,False
345,47,37,20,8,16,641,2,1,False,True,False,True,False
346,53,44,21,10,27,650,3,1,False,False,True,False,False
347,24,3,8,4,8,647,21,0,False,True,False,False,True
348,61,4,29,6,6,428,8,0,False,True,False,False,False
349,22,59,23,1,6,707,12,0,True,True,False,True,False
350,46,42,18,6,5,719,6,0,False,True,False,True,False
351,55,29,3,8,4,918,9,1,False,False,False,False,True
352,28,16,15,2,28,704,23,0,True,False,True,False,True
353,28,17,4,5,25,519,8,0,True,False,False,False,False
354,28,34,28,9,8,672,27,0,False,False,True,False,True
355,30,40,30,7,14,296,25,0,True,False,False,True,False
356,35,56,29,6,0,718,6,0,False,False,False,False,True
357,28,2,8,7,16,141,8,0,True,False,False,False,False
358,27,19,7,2,1,928,12,0,False,True,False,True,False
359,60,46,6,1,25,621,2,1,False,False,True,True,False
360,22,60,11,2,12,736,1,0,True,True,False,True,False
361,51,6,20,7,22,999,3,1,False,True,False,True,False
362,49,9,24,6,18,977,5,0,False,False,False,False,True
363,30,41,17,2,14,706,12,0,True,False,False,True,False
364,43,33,26,6,0,593,26,0,True,True,False,False,True
365,57,41,7,3,25,130,18,1,False,True,False,False,True
366,56,30,24,7,10,862,7,0,False,False,True,True,False
367,62,47,8,10,7,107,9,0,False,False,False,False,False
368,29,1,1,2,1,431,8,0,True,True,False,False,True
369,50,41,11,7,10,503,24,0,False,False,True,True,False
370,54,30,6,1,24,721,16,1,False,False,True,True,False
371,55,39,30,6,1,795,2,0,False,False,False,False,False
372,30,37,28,5,17,124,19,1,False,True,False,False,False
373,53,45,25,1,11,420,18,0,False,False,True,True,False
374,62,14,5,0,8,197,5,0,True,False,True,False,True
375,57,35,15,1,17,632,19,0,False,True,False,False,True
376,25,46,30,7,22,982,18,1,False,True,False,False,True
377,34,17,23,9,28,421,16,0,True,False,True,False,True
378,59,1,11,5,23,687,9,0,False,False,False,False,True
379,35,2,25,3,23,899,29,0,True,False,False,True,False
380,24,13,8,5,1,686,15,0,True,True,False,False,True
381,21,45,5,2,10,288,11,0,False,False,False,False,False
382,50,40,7,2,23,928,27,0,False,False,False,False,False
383,53,10,17,4,25,321,12,0,True,True,False,False,False
384,27,39,18,1,11,651,27,0,True,False,False,False,False
385,23,20,14,3,22,924,20,0,True,True,False,False,False
386,41,41,15,10,27,814,19,1,False,True,False,False,True
387,54,41,21,2,17,420,21,0,True,False,True,True,False
388,57,55,12,4,26,265,8,1,False,False,False,True,False
389,46,37,21,9,6,425,21,0,True,False,False,True,False
390,52,33,27,0,1,808,10,0,False,False,True,True,False
391,24,32,28,5,9,218,2,0,True,True,False,True,False
392,45,3,6,1,17,418,10,0,True,False,True,False,False
393,47,12,18,1,13,872,24,0,False,True,False,False,False
394,24,14,11,9,6,693,27,0,False,False,False,False,True
395,65,45,2,3,16,738,1,0,True,False,True,False,False
396,32,52,5,10,7,839,10,0,True,True,False,False,False
397,39,36,30,7,5,149,4,0,False,False,True,False,True
398,36,28,24,2,24,136,1,1,False,True,False,False,True
399,57,57,7,5,26,699,26,1,True,True,False,False,False
400,26,19,17,7,23,870,2,0,True,True,False,False,True
401,54,38,24,3,13,619,5,0,True,False,False,False,False
402,54,46,6,2,15,959,4,0,False,False,False,True,False
403,60,12,5,1,17,826,7,0,False,False,False,False,False
404,45,16,3,0,8,763,24,0,False,False,False,True,False
405,21,1,30,4,4,642,21,0,True,True,False,False,False
406,65,27,17,3,23,328,23,0,True,True,False,False,False
407,21,41,24,5,10,524,13,0,False,False,False,False,False
408,63,60,30,0,7,494,19,0,False,True,False,False,False
409,40,49,5,6,21,292,14,1,False,False,True,True,False
410,31,9,11,4,19,999,2,0,False,True,False,False,False
411,44,45,26,3,1,927,9,0,True,False,True,False,False
412,33,51,1,5,9,415,3,0,False,False,True,False,True
413,52,56,10,4,5,444,9,0,False,False,True,False,True
414,25,25,30,6,3,425,29,0,False,True,False,False,False
415,33,16,4,5,21,233,21,1,False,True,False,False,False
416,18,21,10,7,20,968,18,0,True,False,False,True,False
417,63,11,8,1,20,534,27,0,False,False,True,False,False
418,34,58,29,0,13,238,29,0,True,True,False,False,True
419,31,34,1,9,24,190,16,1,True,True,False,False,False
420,28,43,23,0,9,421,13,0,False,False,True,False,False
421,44,29,27,6,2,653,8,0,True,False,True,True,False
422,30,30,4,3,8,536,27,0,False,False,False,False,True
423,43,31,3,2,20,406,13,0,True,False,False,False,False
424,36,24,22,5,25,665,20,1,True,False,True,False,False
425,18,8,3,7,20,412,26,0,True,True,False,False,True
426,46,43,3,6,19,165,23,1,False,False,False,True,False
427,54,18,4,1,22,272,29,0,True,False,False,True,False
428,42,52,5,6,30,271,29,1,False,False,True,False,True
429,39,12,28,0,1,233,27,0,False,False,True,True,False
430,36,36,24,2,13,535,1,0,False,False,True,False,True
431,19,58,15,9,17,317,2,1,False,False,False,True,False
432,50,36,28,7,0,775,11,0,True,True,False,False,False
433,58,9,19,4,26,805,21,0,False,False,False,False,False
434,43,29,24,6,4,675,21,0,False,True,False,False,True
435,29,33,2,7,13,190,9,0,False,True,False,False,True
436,20,58,2,5,2,524,4,0,True,False,False,False,True
437,57,34,1,5,20,790,10,1,False,True,False,True,False
438,25,47,28,0,22,548,1,0,True,True,False,True,False
439,63,23,13,3,19,966,19,0,True,True,False,True,False
440,42,25,6,4,6,590,2,0,True,False,False,True,False
441,47,1,21,10,21,271,21,0,True,False,False,False,True
442,50,7,15,10,6,921,14,0,True,False,False,False,True
443,23,7,27,8,18,776,16,0,True,False,True,False,False
444,37,9,10,7,28,383,5,0,True,False,False,False,False
445,18,1,21,8,17,360,28,0,False,False,True,False,False
446,64,45,26,2,20,676,11,0,True,True,False,False,True
447,20,6,21,8,26,948,3,0,False,True,False,False,False
448,22,33,5,1,0,982,13,0,True,True,False,False,True
449,59,44,6,10,26,291,15,1,False,False,True,True,False
450,27,21,4,10,21,900,4,0,False,False,True,False,False
451,24,27,15,2,6,907,9,0,False,False,True,False,True
452,29,49,25,10,24,865,23,1,True,True,False,True,False
453,53,30,24,4,24,346,29,0,True,True,False,False,True
454,38,31,9,3,5,158,10,0,True,False,True,True,False
455,44,1,25,6,2,474,2,0,False,True,False,True,False
456,51,2,24,4,28,846,28,0,False,False,True,False,True
457,30,53,7,9,20,307,8,1,True,False,True,False,False
458,22,52,9,5,8,788,19,0,True,True,False,False,False
459,33,55,15,8,30,611,16,1,False,False,False,False,False
460,24,1,16,10,11,583,20,0,False,False,False,True,False
461,46,30,29,5,10,447,30,0,True,True,False,False,False
462,55,1,9,9,17,337,30,0,True,True,False,False,False
463,30,58,5,7,22,848,6,1,True,True,False,False,True
464,30,35,25,1,26,228,15,0,True,False,False,True,False
465,45,13,29,3,18,642,18,0,True,True,False,False,True
466,22,49,23,0,19,168,14,0,False,False,True,False,False
467,58,38,6,9,29,284,29,1,False,False,True,False,False
468,22,56,3,2,29,792,12,0,True,False,False,False,True
469,59,3,7,6,22,466,6,0,True,False,True,False,True
470,56,21,6,2,12,823,8,0,False,False,False,False,True
471,36,30,19,9,11,121,3,0,True,False,False,False,False
472,35,30,30,7,1,350,8,0,True,False,True,False,True
473,61,49,8,4,10,880,14,0,True,False,False,False,False
474,48,19,27,6,12,992,12,0,False,True,False,True,False
475,23,32,1,6,27,336,25,1,True,False,True,False,True
476,47,40,8,9,8,562,17,0,True,False,True,True,False
477,61,53,30,0,0,521,1,0,True,False,False,False,False
478,61,60,24,1,25,681,27,0,False,False,True,False,True
479,26,59,8,4,26,409,20,1,False,False,False,True,False
480,25,15,30,1,4,690,20,0,False,True,False,True,False
481,22,49,7,8,8,751,5,0,False,False,True,False,False
482,30,24,8,6,0,191,17,0,False,False,False,True,False
483,51,11,8,7,3,649,20,0,False,False,False,True,False
484,42,20,6,2,16,445,29,0,False,False,True,True,False
485,25,25,30,0,23,641,4,0,True,True,False,False,False
486,25,24,17,6,22,489,12,1,False,False,True,False,False
487,22,36,30,4,7,362,2,0,False,False,False,False,False
488,46,11,19,2,7,612,8,0,True,False,True,False,True
489,24,19,18,4,30,814,20,0,True,False,False,False,False
490,43,48,6,3,15,183,17,0,False,True,False,False,True
491,46,52,22,3,16,494,17,0,True,True,False,True,False
492,39,44,30,2,30,844,23,0,False,False,True,False,False
